"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","test with annotation steps","Gradle suite","Wed Nov 06 17:21:05 GMT 2024","passed","Wed Nov 06 17:21:05 GMT 2024","com.example.testng.StepTest","Gradle test","com.example.testng.StepTest","test with annotation steps"
"","7","test with lambda steps","Gradle suite","Wed Nov 06 17:21:05 GMT 2024","passed","Wed Nov 06 17:21:05 GMT 2024","com.example.testng.StepTest","Gradle test","com.example.testng.StepTest","test with lambda steps"
